zip_code,state,national_district,national_wholesaler,wealth_district,wealth_wholesaler,fi_district,fi_wholesaler,wifi_district,wifi_wholesaler,structure_pattern,wholesalers_in_state,has_commercial_opportunity
49240,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49241,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49242,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49245,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49246,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49247,MI,N_04,R0004,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49248,MI,N_04,R0004,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49249,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49250,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49251,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49252,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49253,MI,N_04,R0004,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49254,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49255,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49256,MI,N_04,R0004,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49258,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49259,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49261,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49262,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49263,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49264,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49265,MI,N_04,R0004,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49266,MI,N_04,R0004,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49267,MI,N_04,R0004,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49268,MI,N_04,R0004,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49269,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49270,MI,N_04,R0004,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49271,MI,N_04,R0004,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49272,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49274,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49276,MI,N_04,R0004,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49277,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49279,MI,N_04,R0004,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49282,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49283,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49284,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49285,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49286,MI,N_04,R0004,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49287,MI,N_04,R0004,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49288,MI,N_04,R0004,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49289,MI,N_04,R0004,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49301,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49302,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49303,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49304,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49305,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49306,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49307,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49309,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49310,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49312,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49315,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49316,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49318,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49319,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49320,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49321,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49322,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49323,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49325,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49326,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49327,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49328,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49329,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49330,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49331,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49332,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49333,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49335,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49336,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49337,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49338,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49339,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49340,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49341,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49342,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49343,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49344,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49345,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49346,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49347,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49348,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49349,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49401,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49402,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49403,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49404,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49405,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49406,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49408,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49409,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49410,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49411,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49412,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49415,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49417,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49418,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49419,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49420,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49421,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49423,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49424,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49425,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49426,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49428,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49430,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49431,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49434,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49435,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49436,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49437,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49440,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49441,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49442,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49443,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49444,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49445,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49446,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49448,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49449,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49450,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49451,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49452,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49453,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49454,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49455,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49456,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49457,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49458,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49459,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49460,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49461,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49464,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49503,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49504,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49505,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49506,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49507,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49508,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49509,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49512,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49519,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49525,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49534,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49544,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49546,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49548,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49601,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49611,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49612,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49613,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49614,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49615,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49616,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49617,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49618,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49619,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49620,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49621,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49622,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49623,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49625,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49626,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49627,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49628,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49629,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49630,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49631,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49632,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49633,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49634,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49635,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49636,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49637,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49638,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49639,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49640,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49642,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49643,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49644,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49645,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49646,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49648,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49649,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49650,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49651,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49653,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49654,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49655,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49656,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49657,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49659,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49660,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49663,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49664,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49665,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49667,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49668,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49670,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49674,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49675,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49676,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49677,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49679,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49680,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49682,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49683,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49684,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49685,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49686,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49688,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49689,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49690,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49696,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49701,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49705,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49706,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49707,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49709,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49710,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49712,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49713,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49715,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49716,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49717,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49718,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49719,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49720,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49721,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49722,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49724,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49725,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49726,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49727,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49728,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49729,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49730,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49733,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49735,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49736,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49738,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49740,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49743,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49744,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49745,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49746,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49747,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49748,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49749,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49751,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49752,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49753,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49755,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49756,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49757,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49759,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49760,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49762,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49764,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49765,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49766,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49768,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49769,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49770,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,True
49774,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49775,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
49776,MI,N_12,R0012,WH_01,R0014,FI_11,R0035,Unserved,None,"three channels, three reps",4,False
