scenario,zip_code,state,channel,bundle,district,wholesaler,has_commercial_opportunity
51_total_13n_11wh_24fi_3wifi,01301,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01330,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01330,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01330,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01331,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01331,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01331,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01337,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01337,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01337,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01338,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01338,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01338,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01339,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01339,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01339,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01340,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01340,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01340,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01341,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01341,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01341,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01342,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01342,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01342,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01343,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01343,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01343,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01344,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01344,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01344,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01346,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01346,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01346,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01347,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01347,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01347,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01349,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01349,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01349,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01350,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01350,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01350,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01351,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01351,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01351,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01354,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01354,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01354,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01355,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01355,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01355,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01360,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01360,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01360,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01364,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01364,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01364,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01366,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01366,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01366,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01367,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01367,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01367,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01368,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01368,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01368,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01370,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01370,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01370,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01373,MA,FI,FI,FI_04,R0028,True
51_total_13n_11wh_24fi_3wifi,01373,MA,National,N,N_13,R0013,True
51_total_13n_11wh_24fi_3wifi,01373,MA,Wealth,WH,WH_07,R0020,True
51_total_13n_11wh_24fi_3wifi,01375,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01375,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01375,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01376,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01376,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01376,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01378,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01378,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01378,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01379,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01379,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01379,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01380,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01380,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01380,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01420,MA,FI,FI,FI_04,R0028,True
51_total_13n_11wh_24fi_3wifi,01420,MA,National,N,N_13,R0013,True
51_total_13n_11wh_24fi_3wifi,01420,MA,Wealth,WH,WH_07,R0020,True
51_total_13n_11wh_24fi_3wifi,01430,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01430,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01430,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01431,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01431,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01431,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01432,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01432,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01432,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01434,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01434,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01434,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01436,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01436,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01436,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01438,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01438,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01438,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01440,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01440,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01440,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01450,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01450,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01450,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01451,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01451,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01451,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01452,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01452,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01452,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01453,MA,FI,FI,FI_04,R0028,True
51_total_13n_11wh_24fi_3wifi,01453,MA,National,N,N_13,R0013,True
51_total_13n_11wh_24fi_3wifi,01453,MA,Wealth,WH,WH_07,R0020,True
51_total_13n_11wh_24fi_3wifi,01460,MA,FI,FI,FI_04,R0028,True
51_total_13n_11wh_24fi_3wifi,01460,MA,National,N,N_13,R0013,True
51_total_13n_11wh_24fi_3wifi,01460,MA,Wealth,WH,WH_07,R0020,True
51_total_13n_11wh_24fi_3wifi,01462,MA,FI,FI,FI_04,R0028,True
51_total_13n_11wh_24fi_3wifi,01462,MA,National,N,N_13,R0013,True
51_total_13n_11wh_24fi_3wifi,01462,MA,Wealth,WH,WH_07,R0020,True
51_total_13n_11wh_24fi_3wifi,01463,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01463,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01463,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01464,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01464,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01464,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01468,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01468,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01468,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01469,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01469,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01469,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01473,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01473,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01473,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01474,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01474,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01474,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01475,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01475,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01475,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01501,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01501,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01501,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01503,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01503,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01503,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01504,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01504,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01504,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01505,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01505,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01505,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01506,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01506,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01506,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01507,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01507,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01507,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01510,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01510,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01510,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01515,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01515,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01515,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01516,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01516,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01516,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01518,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01518,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01518,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01519,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01519,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01519,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01520,MA,FI,FI,FI_04,R0028,True
51_total_13n_11wh_24fi_3wifi,01520,MA,National,N,N_13,R0013,True
51_total_13n_11wh_24fi_3wifi,01520,MA,Wealth,WH,WH_07,R0020,True
51_total_13n_11wh_24fi_3wifi,01521,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01521,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01521,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01522,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01522,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01522,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01523,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01523,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01523,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01524,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01524,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01524,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01525,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01525,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01525,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01527,MA,FI,FI,FI_04,R0028,True
51_total_13n_11wh_24fi_3wifi,01527,MA,National,N,N_13,R0013,True
51_total_13n_11wh_24fi_3wifi,01527,MA,Wealth,WH,WH_07,R0020,True
51_total_13n_11wh_24fi_3wifi,01529,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01529,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01529,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01531,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01531,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01531,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01532,MA,FI,FI,FI_04,R0028,True
51_total_13n_11wh_24fi_3wifi,01532,MA,National,N,N_13,R0013,True
51_total_13n_11wh_24fi_3wifi,01532,MA,Wealth,WH,WH_07,R0020,True
51_total_13n_11wh_24fi_3wifi,01534,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01534,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01534,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01535,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01535,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01535,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01536,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01536,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01536,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01537,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01537,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01537,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01540,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01540,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01540,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01541,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01541,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01541,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01542,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01542,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01542,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01543,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01543,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01543,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01545,MA,FI,FI,FI_04,R0028,True
51_total_13n_11wh_24fi_3wifi,01545,MA,National,N,N_13,R0013,True
51_total_13n_11wh_24fi_3wifi,01545,MA,Wealth,WH,WH_07,R0020,True
51_total_13n_11wh_24fi_3wifi,01550,MA,FI,FI,FI_04,R0028,True
51_total_13n_11wh_24fi_3wifi,01550,MA,National,N,N_13,R0013,True
51_total_13n_11wh_24fi_3wifi,01550,MA,Wealth,WH,WH_07,R0020,True
51_total_13n_11wh_24fi_3wifi,01560,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01560,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01560,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01561,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01561,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01561,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01562,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01562,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01562,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01564,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01564,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01564,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01566,MA,FI,FI,FI_04,R0028,True
51_total_13n_11wh_24fi_3wifi,01566,MA,National,N,N_13,R0013,True
51_total_13n_11wh_24fi_3wifi,01566,MA,Wealth,WH,WH_07,R0020,True
51_total_13n_11wh_24fi_3wifi,01568,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01568,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01568,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01569,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01569,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01569,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01570,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01570,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01570,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01571,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01571,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01571,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01581,MA,FI,FI,FI_04,R0028,True
51_total_13n_11wh_24fi_3wifi,01581,MA,National,N,N_13,R0013,True
51_total_13n_11wh_24fi_3wifi,01581,MA,Wealth,WH,WH_07,R0020,True
51_total_13n_11wh_24fi_3wifi,01583,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01583,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01583,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01585,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01585,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01585,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01588,MA,FI,FI,FI_04,R0028,True
51_total_13n_11wh_24fi_3wifi,01588,MA,National,N,N_13,R0013,True
51_total_13n_11wh_24fi_3wifi,01588,MA,Wealth,WH,WH_07,R0020,True
51_total_13n_11wh_24fi_3wifi,01590,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01590,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01590,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01602,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01602,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01602,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01603,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01603,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01603,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01604,MA,FI,FI,FI_04,R0028,True
51_total_13n_11wh_24fi_3wifi,01604,MA,National,N,N_13,R0013,True
51_total_13n_11wh_24fi_3wifi,01604,MA,Wealth,WH,WH_07,R0020,True
51_total_13n_11wh_24fi_3wifi,01605,MA,FI,FI,FI_04,R0028,True
51_total_13n_11wh_24fi_3wifi,01605,MA,National,N,N_13,R0013,True
51_total_13n_11wh_24fi_3wifi,01605,MA,Wealth,WH,WH_07,R0020,True
51_total_13n_11wh_24fi_3wifi,01606,MA,FI,FI,FI_04,R0028,True
51_total_13n_11wh_24fi_3wifi,01606,MA,National,N,N_13,R0013,True
51_total_13n_11wh_24fi_3wifi,01606,MA,Wealth,WH,WH_07,R0020,True
51_total_13n_11wh_24fi_3wifi,01607,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01607,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01607,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01608,MA,FI,FI,FI_04,R0028,True
51_total_13n_11wh_24fi_3wifi,01608,MA,National,N,N_13,R0013,True
51_total_13n_11wh_24fi_3wifi,01608,MA,Wealth,WH,WH_07,R0020,True
51_total_13n_11wh_24fi_3wifi,01609,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01609,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01609,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01610,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01610,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01610,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01611,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01611,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01611,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01612,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01612,MA,National,N,N_13,R0013,False
51_total_13n_11wh_24fi_3wifi,01612,MA,Wealth,WH,WH_07,R0020,False
51_total_13n_11wh_24fi_3wifi,01701,MA,FI,FI,FI_04,R0028,True
51_total_13n_11wh_24fi_3wifi,01701,MA,National,N,N_13,R0013,True
51_total_13n_11wh_24fi_3wifi,01701,MA,Wealth,WH,WH_07,R0020,True
51_total_13n_11wh_24fi_3wifi,01702,MA,FI,FI,FI_04,R0028,True
51_total_13n_11wh_24fi_3wifi,01702,MA,National,N,N_13,R0013,True
51_total_13n_11wh_24fi_3wifi,01702,MA,Wealth,WH,WH_07,R0020,True
51_total_13n_11wh_24fi_3wifi,01718,MA,FI,FI,FI_04,R0028,False
51_total_13n_11wh_24fi_3wifi,01718,MA,National,N,N_13,R0013,False
