scenario,zip_code,current_channel,state,model_channel,district,district_channels,rep
Group 1 Exact National (14 N),02048,WH,MA,WH,other,,
Group 1 Exact National (14 N),02048,FI,MA,FI,other,,
Group 1 Exact National (14 N),02050,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02050,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02050,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02050,WH,MA,WH,other,,
Group 1 Exact National (14 N),02050,FI,MA,FI,other,,
Group 1 Exact National (14 N),02061,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02061,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02061,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02061,WH,MA,WH,other,,
Group 1 Exact National (14 N),02061,FI,MA,FI,other,,
Group 1 Exact National (14 N),02062,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02062,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02062,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02062,WH,MA,WH,other,,
Group 1 Exact National (14 N),02062,FI,MA,FI,other,,
Group 1 Exact National (14 N),02067,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02067,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02067,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02067,WH,MA,WH,other,,
Group 1 Exact National (14 N),02067,FI,MA,FI,other,,
Group 1 Exact National (14 N),02072,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02072,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02072,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02072,WH,MA,WH,other,,
Group 1 Exact National (14 N),02072,FI,MA,FI,other,,
Group 1 Exact National (14 N),02081,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02081,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02081,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02081,WH,MA,WH,other,,
Group 1 Exact National (14 N),02081,FI,MA,FI,other,,
Group 1 Exact National (14 N),02090,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02090,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02090,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02090,WH,MA,WH,other,,
Group 1 Exact National (14 N),02090,FI,MA,FI,other,,
Group 1 Exact National (14 N),02108,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02108,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02108,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02108,WH,MA,WH,other,,
Group 1 Exact National (14 N),02108,FI,MA,FI,other,,
Group 1 Exact National (14 N),02109,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02109,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02109,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02109,WH,MA,WH,other,,
Group 1 Exact National (14 N),02109,FI,MA,FI,other,,
Group 1 Exact National (14 N),02110,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02110,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02110,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02110,WH,MA,WH,other,,
Group 1 Exact National (14 N),02110,FI,MA,FI,other,,
Group 1 Exact National (14 N),02111,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02111,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02111,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02111,WH,MA,WH,other,,
Group 1 Exact National (14 N),02111,FI,MA,FI,other,,
Group 1 Exact National (14 N),02113,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02113,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02113,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02113,WH,MA,WH,other,,
Group 1 Exact National (14 N),02113,FI,MA,FI,other,,
Group 1 Exact National (14 N),02115,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02115,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02115,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02115,WH,MA,WH,other,,
Group 1 Exact National (14 N),02115,FI,MA,FI,other,,
Group 1 Exact National (14 N),02116,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02116,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02116,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02116,WH,MA,WH,other,,
Group 1 Exact National (14 N),02116,FI,MA,FI,other,,
Group 1 Exact National (14 N),02118,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02118,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02118,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02118,WH,MA,WH,other,,
Group 1 Exact National (14 N),02118,FI,MA,FI,other,,
Group 1 Exact National (14 N),02122,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02122,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02122,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02122,WH,MA,WH,other,,
Group 1 Exact National (14 N),02122,FI,MA,FI,other,,
Group 1 Exact National (14 N),02125,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02125,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02125,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02125,WH,MA,WH,other,,
Group 1 Exact National (14 N),02125,FI,MA,FI,other,,
Group 1 Exact National (14 N),02126,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02126,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02126,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02126,WH,MA,WH,other,,
Group 1 Exact National (14 N),02126,FI,MA,FI,other,,
Group 1 Exact National (14 N),02127,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02127,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02127,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02127,WH,MA,WH,other,,
Group 1 Exact National (14 N),02127,FI,MA,FI,other,,
Group 1 Exact National (14 N),02129,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02129,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02129,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02129,WH,MA,WH,other,,
Group 1 Exact National (14 N),02129,FI,MA,FI,other,,
Group 1 Exact National (14 N),02130,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02130,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02130,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02130,WH,MA,WH,other,,
Group 1 Exact National (14 N),02130,FI,MA,FI,other,,
Group 1 Exact National (14 N),02131,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02131,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02131,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02131,WH,MA,WH,other,,
Group 1 Exact National (14 N),02131,FI,MA,FI,other,,
Group 1 Exact National (14 N),02132,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02132,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02132,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02132,WH,MA,WH,other,,
Group 1 Exact National (14 N),02132,FI,MA,FI,other,,
Group 1 Exact National (14 N),02135,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02135,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02135,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02135,WH,MA,WH,other,,
Group 1 Exact National (14 N),02135,FI,MA,FI,other,,
Group 1 Exact National (14 N),02138,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02138,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02138,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02138,WH,MA,WH,other,,
Group 1 Exact National (14 N),02138,FI,MA,FI,other,,
Group 1 Exact National (14 N),02141,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02141,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02141,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02141,WH,MA,WH,other,,
Group 1 Exact National (14 N),02141,FI,MA,FI,other,,
Group 1 Exact National (14 N),02142,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02142,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02142,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02142,WH,MA,WH,other,,
Group 1 Exact National (14 N),02142,FI,MA,FI,other,,
Group 1 Exact National (14 N),02144,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02144,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02144,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02144,WH,MA,WH,other,,
Group 1 Exact National (14 N),02144,FI,MA,FI,other,,
Group 1 Exact National (14 N),02145,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02145,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02145,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02145,WH,MA,WH,other,,
Group 1 Exact National (14 N),02145,FI,MA,FI,other,,
Group 1 Exact National (14 N),02148,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02148,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02148,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02148,WH,MA,WH,other,,
Group 1 Exact National (14 N),02148,FI,MA,FI,other,,
Group 1 Exact National (14 N),02149,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02149,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02149,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02149,WH,MA,WH,other,,
Group 1 Exact National (14 N),02149,FI,MA,FI,other,,
Group 1 Exact National (14 N),02150,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02150,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02150,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02150,WH,MA,WH,other,,
Group 1 Exact National (14 N),02150,FI,MA,FI,other,,
Group 1 Exact National (14 N),02151,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02151,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02151,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02151,WH,MA,WH,other,,
Group 1 Exact National (14 N),02151,FI,MA,FI,other,,
Group 1 Exact National (14 N),02155,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02155,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02155,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02155,WH,MA,WH,other,,
Group 1 Exact National (14 N),02155,FI,MA,FI,other,,
Group 1 Exact National (14 N),02169,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02169,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02169,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02169,WH,MA,WH,other,,
Group 1 Exact National (14 N),02169,FI,MA,FI,other,,
Group 1 Exact National (14 N),02171,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02171,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02171,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02171,WH,MA,WH,other,,
Group 1 Exact National (14 N),02171,FI,MA,FI,other,,
Group 1 Exact National (14 N),02176,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02176,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02176,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02176,WH,MA,WH,other,,
Group 1 Exact National (14 N),02176,FI,MA,FI,other,,
Group 1 Exact National (14 N),02180,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02180,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02180,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02180,WH,MA,WH,other,,
Group 1 Exact National (14 N),02180,FI,MA,FI,other,,
Group 1 Exact National (14 N),02184,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02184,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02184,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02184,WH,MA,WH,other,,
Group 1 Exact National (14 N),02184,FI,MA,FI,other,,
Group 1 Exact National (14 N),02186,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02186,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02186,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02186,WH,MA,WH,other,,
Group 1 Exact National (14 N),02186,FI,MA,FI,other,,
Group 1 Exact National (14 N),02188,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02188,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02188,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02188,WH,MA,WH,other,,
Group 1 Exact National (14 N),02188,FI,MA,FI,other,,
Group 1 Exact National (14 N),02190,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02190,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02190,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02190,WH,MA,WH,other,,
Group 1 Exact National (14 N),02190,FI,MA,FI,other,,
Group 1 Exact National (14 N),02199,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02199,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02199,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02199,WH,MA,WH,other,,
Group 1 Exact National (14 N),02199,FI,MA,FI,other,,
Group 1 Exact National (14 N),02215,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02215,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02215,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02215,WH,MA,WH,other,,
Group 1 Exact National (14 N),02215,FI,MA,FI,other,,
Group 1 Exact National (14 N),02324,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02324,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02324,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02324,WH,MA,WH,other,,
Group 1 Exact National (14 N),02324,FI,MA,FI,other,,
Group 1 Exact National (14 N),02339,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02339,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02339,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02339,WH,MA,WH,other,,
Group 1 Exact National (14 N),02339,FI,MA,FI,other,,
Group 1 Exact National (14 N),02351,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02351,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02351,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02351,WH,MA,WH,other,,
Group 1 Exact National (14 N),02351,FI,MA,FI,other,,
Group 1 Exact National (14 N),02356,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02356,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02356,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02356,WH,MA,WH,other,,
Group 1 Exact National (14 N),02356,FI,MA,FI,other,,
Group 1 Exact National (14 N),02359,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02359,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02359,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02359,WH,MA,WH,other,,
Group 1 Exact National (14 N),02359,FI,MA,FI,other,,
Group 1 Exact National (14 N),02360,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02360,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02360,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02360,WH,MA,WH,other,,
Group 1 Exact National (14 N),02360,FI,MA,FI,other,,
Group 1 Exact National (14 N),02364,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02364,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02364,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02364,WH,MA,WH,other,,
Group 1 Exact National (14 N),02364,FI,MA,FI,other,,
Group 1 Exact National (14 N),02368,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02368,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02368,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02368,WH,MA,WH,other,,
Group 1 Exact National (14 N),02368,FI,MA,FI,other,,
Group 1 Exact National (14 N),02370,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02370,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02370,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02370,WH,MA,WH,other,,
Group 1 Exact National (14 N),02370,FI,MA,FI,other,,
Group 1 Exact National (14 N),02420,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02420,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02420,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02420,WH,MA,WH,other,,
Group 1 Exact National (14 N),02420,FI,MA,FI,other,,
Group 1 Exact National (14 N),02445,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02445,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02445,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02445,WH,MA,WH,other,,
Group 1 Exact National (14 N),02445,FI,MA,FI,other,,
Group 1 Exact National (14 N),02446,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02446,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02446,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02446,WH,MA,WH,other,,
Group 1 Exact National (14 N),02446,FI,MA,FI,other,,
Group 1 Exact National (14 N),02451,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02451,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02451,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02451,WH,MA,WH,other,,
Group 1 Exact National (14 N),02451,FI,MA,FI,other,,
Group 1 Exact National (14 N),02452,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02452,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02452,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02452,WH,MA,WH,other,,
Group 1 Exact National (14 N),02452,FI,MA,FI,other,,
Group 1 Exact National (14 N),02453,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02453,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02453,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02453,WH,MA,WH,other,,
Group 1 Exact National (14 N),02453,FI,MA,FI,other,,
Group 1 Exact National (14 N),02458,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02458,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02458,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02458,WH,MA,WH,other,,
Group 1 Exact National (14 N),02458,FI,MA,FI,other,,
Group 1 Exact National (14 N),02459,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02459,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02459,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02459,WH,MA,WH,other,,
Group 1 Exact National (14 N),02459,FI,MA,FI,other,,
Group 1 Exact National (14 N),02461,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02461,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02461,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02461,WH,MA,WH,other,,
Group 1 Exact National (14 N),02461,FI,MA,FI,other,,
Group 1 Exact National (14 N),02462,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02462,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02462,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02462,WH,MA,WH,other,,
Group 1 Exact National (14 N),02462,FI,MA,FI,other,,
Group 1 Exact National (14 N),02466,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02466,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02466,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02466,WH,MA,WH,other,,
Group 1 Exact National (14 N),02466,FI,MA,FI,other,,
Group 1 Exact National (14 N),02467,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02467,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02467,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02467,WH,MA,WH,other,,
Group 1 Exact National (14 N),02467,FI,MA,FI,other,,
Group 1 Exact National (14 N),02472,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02472,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02472,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02472,WH,MA,WH,other,,
Group 1 Exact National (14 N),02472,FI,MA,FI,other,,
Group 1 Exact National (14 N),02476,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02476,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02476,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02476,WH,MA,WH,other,,
Group 1 Exact National (14 N),02476,FI,MA,FI,other,,
Group 1 Exact National (14 N),02478,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02478,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02478,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02478,WH,MA,WH,other,,
Group 1 Exact National (14 N),02478,FI,MA,FI,other,,
Group 1 Exact National (14 N),02481,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02481,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02481,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02481,WH,MA,WH,other,,
Group 1 Exact National (14 N),02481,FI,MA,FI,other,,
Group 1 Exact National (14 N),02482,National (Chase),MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02482,Wells WH,MA,N_WH,N_09,N,R0009
Group 1 Exact National (14 N),02482,Wells FI,MA,N_FI,N_09,N,R0009
Group 1 Exact National (14 N),02482,WH,MA,WH,other,,
Group 1 Exact National (14 N),02482,FI,MA,FI,other,,
